collection,corpus,transcript,original_transcript_id,status,unique_matching_utterances,runner_up_matches,total_matching_utterances,original_target_child,original_age_months,original_n_utterances,chat_target_child,chat_age_months,original_id_used_by_multiple_current_transcripts,original_age_raw,original_metadata_join,current_age_raw,current_age_status,parse_status,current_metadata_join,current_age_months,original_age_usable,current_age_usable,age_combination,absolute_age_difference_months,age_conflict_gt_0_1_month
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/61MC_22.cha,34443,high_confidence_text_match,15,0,15,NA,22.0004517546562,230,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/66JP_22.cha,34445,high_confidence_text_match,57,0,57,NA,22.0004517546562,382,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/70JW_22.cha,34444,high_confidence_text_match,28,0,28,NA,22.0004517546562,424,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/74LA_22.cha,34446,high_confidence_text_match,49,0,49,NA,22.0004517546562,476,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/76AM_22.cha,34448,high_confidence_text_match,47,0,47,NA,22.0004517546562,482,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/80LA_22.cha,34447,high_confidence_text_match,27,0,27,NA,22.0004517546562,461,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/81QF_22.cha,34449,high_confidence_text_match,85,0,85,NA,22.0004517546562,666,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/82NE_22.cha,34450,high_confidence_text_match,58,0,58,NA,22.0004517546562,380,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/83DR_22.cha,34451,high_confidence_text_match,45,0,45,NA,22.0004517546562,639,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/85KB_22.cha,34453,high_confidence_text_match,28,0,28,NA,22.0004517546562,523,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/86LS_22.cha,34452,high_confidence_text_match,51,0,51,NA,22.0004517546562,529,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/87FB_22.cha,34454,high_confidence_text_match,35,0,35,NA,22.0004517546562,460,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/89CH_22.cha,34455,high_confidence_text_match,17,0,17,NA,22.0004517546562,438,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/90BM_22.cha,34456,high_confidence_text_match,17,0,17,NA,22.0004517546562,566,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/CP22_22.cha,34457,high_confidence_text_match,21,0,21,NA,14.0002874802357,451,CHI,14.0,False,14.0002874802357,both,14.0,valid,parsed,both,14.0,True,True,both_usable,0.0002874802357002437,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/22/LR24_22.cha,34458,high_confidence_text_match,11,0,11,NA,22.0004517546562,397,CHI,22.0,False,22.0004517546562,both,22.0,valid,parsed,both,22.0,True,True,both_usable,0.0004517546562006203,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/51SA_28.cha,34459,high_confidence_text_match,29,0,29,NA,27.0005544261689,310,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/52CC_27.cha,34460,high_confidence_text_match,8,0,8,NA,27.0005544261689,467,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/57ZK_27.cha,34461,high_confidence_text_match,29,0,29,NA,27.0005544261689,249,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/58LL_27.cha,34462,high_confidence_text_match,40,0,40,NA,27.0662641943366,585,CHI,27.066666666666666,False,27.0662641943366,both,27.066666666666666,valid,parsed,both,27.066666666666666,True,True,both_usable,0.0004024723300659616,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/60CS_27.cha,34463,high_confidence_text_match,40,0,40,NA,27.3948130351753,540,CHI,27.4,False,27.3948130351753,both,27.4,valid,parsed,both,27.4,True,True,both_usable,0.005186964824698492,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/61MC_27.cha,34464,high_confidence_text_match,7,0,7,NA,27.0005544261689,391,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/66JP_27.cha,34465,high_confidence_text_match,62,0,62,NA,27.0334093102528,499,CHI,27.033333333333335,False,27.0334093102528,both,27.033333333333335,valid,parsed,both,27.033333333333335,True,True,both_usable,7.597691946514828e-05,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/70JW_27.cha,34466,high_confidence_text_match,25,0,25,NA,27.0005544261689,438,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/74LA_27.cha,34467,high_confidence_text_match,85,0,85,NA,27.0005544261689,458,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/76AM_27.cha,34468,high_confidence_text_match,71,0,71,NA,27.0005544261689,324,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/80LA_27.cha,34469,high_confidence_text_match,27,0,27,NA,27.0005544261689,406,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/81QF_28.cha,34470,high_confidence_text_match,80,0,80,NA,27.0005544261689,723,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/82NE_27.cha,34471,high_confidence_text_match,58,0,58,NA,27.0005544261689,471,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/83DR_27.cha,34472,high_confidence_text_match,40,0,40,NA,27.0005544261689,688,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/86LS_28.cha,34473,high_confidence_text_match,52,0,52,NA,27.0005544261689,545,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/87FB_27.cha,34474,high_confidence_text_match,73,0,73,NA,27.0005544261689,482,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/89CH_27.cha,34475,high_confidence_text_match,19,0,19,NA,27.0005544261689,467,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/90BM_28.cha,34477,high_confidence_text_match,10,0,10,NA,27.0005544261689,614,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/CP22_28.cha,34476,high_confidence_text_match,23,0,23,NA,26.0005338918664,347,CHI,26.0,False,26.0005338918664,both,26.0,valid,parsed,both,26.0,True,True,both_usable,0.0005338918664001824,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/JW36_26.cha,34478,high_confidence_text_match,20,0,20,NA,26.0005338918664,476,CHI,26.0,False,26.0005338918664,both,26.0,valid,parsed,both,26.0,True,True,both_usable,0.0005338918664001824,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/JW36_28.cha,34479,high_confidence_text_match,21,0,21,NA,27.0005544261689,475,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/27/LR24_26.cha,34480,high_confidence_text_match,11,0,11,NA,27.0005544261689,296,CHI,27.0,False,27.0005544261689,both,27.0,valid,parsed,both,27.0,True,True,both_usable,0.0005544261689003349,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/51SA_34.cha,34482,high_confidence_text_match,46,0,46,NA,34.0006981662868,199,CHI,34.0,False,34.0006981662868,both,34.0,valid,parsed,both,34.0,True,True,both_usable,0.0006981662868028593,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/57ZK_36.cha,34483,high_confidence_text_match,8,0,8,NA,36.0007392348919,244,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/58LL_36.cha,34484,high_confidence_text_match,37,0,37,NA,36.0007392348919,350,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/60CS_36.cha,34485,high_confidence_text_match,44,0,44,NA,36.0007392348919,390,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/61MC_36.cha,34486,high_confidence_text_match,10,0,10,NA,36.0007392348919,227,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/66JP_36.cha,34487,high_confidence_text_match,34,0,34,NA,36.0007392348919,434,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/70JW_36.cha,34488,high_confidence_text_match,26,0,26,NA,36.0007392348919,264,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/74LA_36.cha,34489,high_confidence_text_match,57,0,57,NA,36.0007392348919,300,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/76AM_36.cha,34490,high_confidence_text_match,24,0,24,NA,36.0007392348919,183,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/80LA_36.cha,34491,high_confidence_text_match,13,0,13,NA,36.0007392348919,328,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/81QF_36.cha,34492,high_confidence_text_match,68,0,68,NA,36.0007392348919,455,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/82NE_36.cha,34493,high_confidence_text_match,47,0,47,NA,36.0007392348919,359,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/83DR_36.cha,34494,high_confidence_text_match,36,0,36,NA,36.0007392348919,392,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/85KB_36.cha,34495,high_confidence_text_match,28,0,28,NA,36.0007392348919,397,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/86LS_36.cha,34496,high_confidence_text_match,59,0,59,NA,36.0007392348919,320,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/89CH_36.cha,34497,high_confidence_text_match,21,0,21,NA,36.0007392348919,253,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/90BM_36.cha,34498,high_confidence_text_match,16,0,16,NA,36.0007392348919,393,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/CP22_36.cha,34499,high_confidence_text_match,50,0,50,NA,36.0007392348919,229,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/JW36_36.cha,34500,high_confidence_text_match,8,0,8,NA,36.0007392348919,300,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/HL,Ambrose/HL/36/LR24_36.cha,34501,high_confidence_text_match,17,0,17,NA,36.0007392348919,277,CHI,36.0,False,36.0007392348919,both,36.0,valid,parsed,both,36.0,True,True,both_usable,0.0007392348919026404,False
Clinical-Eng,Ambrose/TD,Ambrose/TD/13/01DM_13.cha,34307,high_confidence_text_match,93,0,93,NA,13.0002669459332,501,CHI,13.0,False,13.0002669459332,both,13.0,valid,parsed,both,13.0,True,True,both_usable,0.0002669459332000912,False
Clinical-Eng,Ambrose/TD,Ambrose/TD/13/02JW_13.cha,34306,high_confidence_text_match,58,0,58,NA,13.0002669459332,413,CHI,13.0,False,13.0002669459332,both,13.0,valid,parsed,both,13.0,True,True,both_usable,0.0002669459332000912,False
